average_offensiveness,created_on,hateful_meaning,is_about_class,is_about_disability,is_about_ethnicity,is_about_gender,is_about_nationality,is_about_religion,is_about_sexual_orientation,is_unambiguous,is_unambiguous_in,language,nonhateful_meaning,number_of_sightings,number_of_sightings_this_month,number_of_sightings_this_year,plural_of,term,transliteration_of,updated_on,variant_of,vocabulary_id
81.0,2013-06-21 16:19:30,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,False,False,True,False,False,False,False,True,,eng,,643,16,138,,octaroon,,2013-06-21 16:19:30,octroon,T2RDQb6xa
86.0,2013-06-21 16:05:55,A person of East Indian origin.,False,False,True,False,False,False,False,True,,eng,,3,1,2,,curry stinker,,2013-06-21 16:05:55,curry muncher,PFnJ6FkJa
99.0,2013-06-21 15:09:18,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",False,False,True,False,True,False,False,True,,eng,,138,0,6,,white nigger,,2013-06-21 15:09:18,,D6Jtu6NYX
86.0,2013-06-21 14:11:36,A Caucasian.,False,False,True,False,False,False,False,False,,eng,,968,15,171,,whitey,,2013-06-21 14:11:36,,mrjdR4WKT
86.0,2013-06-21 13:20:17,Acronym for White Irish Catholic.,False,False,True,False,False,True,False,False,,eng,,0,0,0,,WIC,,2013-06-21 13:20:17,,96yhy3Hk2
93.0,2013-06-21 12:28:45,A European.,False,False,True,False,False,False,False,True,,eng,,2517,19,165,,eurotrash,,2013-06-21 12:28:45,,H3vTZbqkD
80.0,2013-06-21 11:00:05,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,False,False,False,False,True,False,False,False,,eng,Pull,0,0,0,,Yank,,2013-06-21 11:00:05,,ER94TMbB8
80.0,2013-06-21 10:20:16,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,False,False,False,False,True,False,False,False,,eng,,0,0,0,,Yankee,,2013-06-21 10:20:16,Yank,nC939xC3k
90.0,2013-06-21 06:04:45,"A German, most specifically during World War II. From Sauerkraut.",False,False,False,False,True,False,False,False,,eng,,507,32,170,,kraut,,2013-06-21 06:04:45,,gGB7u9Xqq
79.0,2013-06-21 02:50:32,An Asian person.,False,False,True,False,False,False,False,False,,eng,,369,12,92,,lemonhead,,2013-06-21 02:50:32,,3ADEZNZ6x
73.0,2013-06-21 02:50:09,Similar to 'American.',False,False,False,False,True,False,False,False,,eng,,0,0,0,,Merkin,,2013-06-21 02:50:09,,xY7ymknxp
92.0,2013-06-21 01:42:15,"Zionist Occupation Government, an organization hypothesized by white supremacists to rule the world.",False,False,True,False,False,False,False,False,US,eng,,779,4,82,,ZOG,,2013-06-21 01:42:15,,hxZtJMKt3
88.0,2013-06-20 18:14:00,"An Asian woman, particularly of Chinese descent.",False,False,True,False,True,False,False,True,,eng,,242,0,11,,sideways pussy,,2013-06-20 18:14:00,sideways vagina,uAuJGgQ9f
74.0,2013-06-20 09:29:09,A Native American.,False,False,True,False,False,False,False,False,,eng,,632,14,92,,cowboy killer,,2013-06-20 09:29:09,,B4tfQxY3Q
81.0,2013-06-20 07:22:57,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',False,False,True,False,True,False,False,True,,eng,,182,2,15,,eyetie,,2013-06-20 07:22:57,,9RbmyaNJr
72.0,2013-06-20 00:17:21,A rural person.,True,False,False,False,False,False,False,True,,eng,,2716,19,139,,hayseed,,2013-06-20 00:17:21,,Gj2Tgd8ky
84.0,2013-06-19 20:55:26,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",False,False,False,False,False,True,False,True,,eng,,45,0,5,,proddy dog,,2013-06-19 20:55:26,prod,64mQJ3KAE
96.0,2013-06-19 19:53:18,A Native American.,False,False,True,False,False,False,False,True,,eng,,114,1,10,,prairie nigger,,2013-06-19 19:53:18,,H8g8GZ4Ax
76.0,2013-06-19 16:25:44,"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ",False,False,False,False,False,False,False,False,GB,eng,,344,3,35,,Southern fairy,,2013-06-19 16:25:44,,a3m8GPkcf
72.0,2013-06-19 06:34:53,A person of Cajun ethnicity.,False,False,True,False,False,False,False,True,,eng,,3072,19,230,,coon ass,,2013-06-19 06:34:53,,ZGgc8Fan8
89.0,2013-06-19 04:07:57,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",False,False,True,False,False,False,False,True,,eng,,323,3,10,,moulie,,2013-06-19 04:07:57,,3K3zQvqm9
94.0,2013-06-19 02:40:02,"An Asian woman, particularly of Chinese descent.",False,False,True,False,True,False,False,True,,eng,,626,0,11,,sideways vagina,,2013-06-19 02:40:02,,7y2VTFXCn
95.0,2013-06-19 02:30:44,Person of Middle Eastern descent.,False,False,True,False,False,False,False,True,,eng,,299,2,24,,camel humper,,2013-06-19 02:30:44,camel jockey,fz6E48ehr
88.0,2013-06-18 23:11:23,A person of foreign nationality.,False,False,False,False,True,False,False,False,,eng,"A chain, particularly when used with a timepiece",0,0,0,,FOB,,2013-06-18 23:11:23,fresh off the boat,g9QGBUKJP
52.0,2013-06-18 23:11:23,A person of foreign nationality.,False,False,False,False,True,False,False,False,,eng,,2,0,0,,fresh off the boat,,2013-06-18 23:11:23,,2DEurVX63
75.0,2013-06-18 21:33:53,A black person.,False,False,True,False,False,False,False,False,,eng,A wall which encloses the end of a pitched roof,0,0,0,,gable,,2013-06-18 21:33:53,,nQZaZ9NbF
93.0,2013-06-18 20:04:01,"A black person, originating with the suit in a deck of cards.",False,False,True,False,False,False,False,False,,eng,Shovel,0,0,0,,spade,,2013-06-18 20:04:01,,yFQ74vr9C
99.0,2013-06-18 18:10:04,A Native American person.,False,False,True,False,False,False,False,True,,eng,,305,0,27,,wagon burner,,2013-06-18 18:10:04,,UbKAZ2J3B
89.0,2013-06-18 01:40:55,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",False,False,True,False,False,False,False,True,,eng,,86,0,2,,moulignon,,2013-06-18 01:40:55,moulie,Wzwy99PA8
85.0,2013-06-18 00:57:58,"A person of Latino descent, particularly a Mexican migrant laborer.",False,False,True,False,False,False,False,True,,eng,,95,0,5,,border bunny,,2013-06-18 00:57:58,wetback,7BtqnhDHy
99.0,2013-06-17 22:13:30,A person of Arab descent.,False,False,True,False,False,False,False,True,,eng,,1183,10,36,,dune coon,,2013-06-17 22:13:30,sand nigger,qb2KqVgnC
81.0,2013-06-17 19:50:29,A black person.,False,False,True,False,False,False,False,False,,eng,,77,3,42,,mosshead,,2013-06-17 19:50:29,,PwM7XTJHW
97.0,2013-06-17 18:37:36,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",False,False,True,False,False,False,False,False,,eng,,354,10,72,,gooky,,2013-06-17 18:37:36,gook,GHxF7bn87
82.0,2013-06-17 18:11:28,"A person of Latino descent, particularly a Mexican migrant laborer.",False,False,True,False,False,False,False,True,,eng,,1563,18,187,,border jumper,,2013-06-17 18:11:28,wetback,JfzXrQr7x
68.0,2013-06-16 13:12:27,A Hindu person with preceived black mannerisms.,False,False,True,False,False,True,False,False,,eng,,219,7,68,,higger,,2013-06-16 13:12:27,,Ywy6VyXT8
97.0,2013-06-16 08:27:16,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",False,False,True,False,False,False,False,True,,eng,,1313,1,16,,gippo,,2013-06-16 08:27:16,gyppo,N4DyxwBHg
90.0,2013-06-15 21:23:29,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",False,False,True,False,False,False,False,True,,eng,,1953,4,89,,gyppo,,2013-06-15 21:23:29,,EZKArmFB3
90.0,2013-06-15 05:18:18,A person of predominantly Caucasian ancestry with real or suspected African or Asian distant ancestry.,False,False,True,False,False,False,False,True,,eng,,316,3,10,,touch of the tar brush,,2013-06-15 05:18:18,,tP4pHEaRC
76.0,2013-06-07 13:53:40,"[1] A person from Jamaica, sometimes derogatory, referring to gang membership or low economic status. [2] In the UK, can be used broadly to denote a black person with gang association and/or engaging in criminal behavior.",True,False,True,False,True,False,False,False,GB,eng,,2521,12,97,,yardie,,2013-06-07 13:53:40,,g4VgeMDUH
78.0,2013-06-05 14:13:58,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",False,False,True,False,False,False,False,False,,eng,An exclamation intended to scare the listener,1,0,0,,boo,,2013-06-05 14:13:58,jigaboo,RDX92tdyM
55.0,2013-06-02 22:24:19,"A person of Hispanic descent, from the singer of the same name.",False,False,True,False,False,False,False,False,,eng,,1311,5,70,,Rico Suave,,2013-06-02 22:24:19,,V7KK9jdja
68.0,2013-06-02 05:49:03,Southern laborer-class whites.,True,False,False,False,False,False,False,False,,eng,,1392,15,263,,redneck,,2013-06-02 05:49:03,,yFMmh3ezd
84.0,2013-06-01 23:05:37,A Muslim.,False,False,False,False,False,True,False,True,,eng,,4972,17,219,,muzzie,,2013-06-01 23:05:37,,b7PHp7TKN
44.0,2013-06-01 13:46:54,A homosexual.,False,False,False,False,False,False,True,False,,eng,Unusual,1402,20,283,,queer,,2013-06-01 13:46:54,,V4Jc79fhB
99.0,2013-05-31 07:47:09,A black person.,False,False,True,False,False,False,False,True,,eng,,3786,33,379,,niggah,,2013-05-31 07:47:09,nigger,YAxe6Qmnb
98.0,2013-05-31 04:10:25,A black child.,False,False,True,False,False,False,False,True,,eng,,3962,19,356,,nigglet,,2013-05-31 04:10:25,niglet,cyx7mvDEF
99.0,2013-05-30 22:34:44,A black person.,False,False,True,False,False,False,False,True,,eng,,5465,29,406,,niggur,,2013-05-30 22:34:44,nigger,WeZJrBa82
99.0,2013-05-30 19:55:58,A black child.,False,False,True,False,False,False,False,True,,eng,,3495,23,324,,niglet,,2013-05-30 19:55:58,,tTWJV3kr3
75.0,2013-05-28 23:17:15,"A white person, from Pig Latin for 'foe.'",False,False,True,False,False,False,False,False,,eng,,987,6,131,,ofay,,2013-05-28 23:17:15,,xfb7ykAzV
97.0,2013-05-28 08:39:23,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,False,False,True,False,True,False,False,False,,eng,,0,0,0,,piky,,2013-05-28 08:39:23,pikey,dfp72czzG
78.0,2013-05-28 00:45:00,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,False,False,True,False,True,False,False,False,,eng,A person who prefers not to spend money,666,9,113,,piker,,2013-05-28 00:45:00,pikey,Bw33KZbKj
99.0,2013-05-28 00:35:34,A black person.,False,False,True,False,False,False,False,False,,eng,,338,0,27,,niggor,,2013-05-28 00:35:34,nigger,jhB2e99jH
86.0,2013-05-27 07:54:37,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",False,False,True,False,False,False,False,False,,eng,,0,0,0,,abbo,,2013-05-27 07:54:37,abo,pRMFc3bQC
100.0,2013-05-26 21:29:46,"An African, used by white Rhodesians.",False,False,True,False,False,False,False,False,,eng,,0,0,0,,af,,2013-05-26 21:29:46,,BWd7HQVz7
74.0,2013-05-26 05:13:10,"A black person, originated in the US in the 1950s.",False,False,True,False,False,False,False,False,,eng,,1,0,0,,sooty,,2013-05-26 05:13:10,,Nqm8FJxVw
72.0,2013-05-26 05:13:10,"A black person, especially a black child. More commonly used in states where alligators are found, particularly Florida. First used in the early 20th century, although some hypothesize the term originated in the late 19th century.",False,False,True,False,False,False,False,False,,eng,,1565,6,77,,alligator bait,,2013-05-26 05:13:10,,97uyVYFXG
86.0,2013-05-26 05:13:10,A black person,False,False,True,False,False,False,False,False,,eng,A primate,1,0,0,,ape,,2013-05-26 05:13:10,,hQQf3gUwU
91.0,2013-05-26 05:13:10,A black person.,False,False,True,False,False,False,False,False,,eng,A billiards ball,1,0,0,,eight ball,,2013-05-26 05:13:10,,JRP2kr36P
97.0,2013-05-26 05:13:10,Black children.,False,False,True,False,False,False,False,True,,eng,,1259,7,180,,pickaninny,,2013-05-26 05:13:10,,jh3mcgDeW
72.0,2013-05-25 17:17:03,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",False,False,False,False,True,False,False,True,,eng,,3073,7,111,,Chinaman,,2013-05-25 17:17:03,,XZCB3fVua
99.0,2013-05-25 07:08:18,A black person.,False,False,True,False,False,False,False,False,,eng,,117,3,37,,nigor,,2013-05-25 07:08:18,nigger,AZehm4x3h
77.0,2013-05-24 22:37:16,[1] A Chinese person trying to act like a black person. [2] A person of mixed black and Asian parentage.,False,False,True,False,True,False,False,False,,eng,A mite,0,0,0,,chigger,,2013-05-24 22:37:16,,JKgDa2T3h
92.0,2013-05-24 16:28:51,"Pejorative reference to a conservative, right-wing and/or Republican person, particularly a member or advocate of the Tea Party movement. Originally used by the movement itself, until pejorative meaning developed.",False,False,False,False,False,False,False,False,,eng,,6,0,0,,teabagger,,2013-05-24 16:28:51,,3JHPuaXQR
94.0,2013-05-24 00:48:27,"A black person, from the black Muslims which invaded Europe during the Middle Ages.",False,False,True,False,False,False,False,False,,eng,"[1] Uncultivated land [2] Muslim inhabitants of the Maghreb, the Iberian Peninsula, Sicily, Sardinia, Corsica, and Malta during the Middle Ages",0,0,0,,Moor,,2013-05-24 00:48:27,,gyhqb9PXg
44.0,2013-05-22 22:32:09,"Used by Myanmar Buddhists to foment hate and exclusion from citizenship of Muslims. Calling them ""Bengali"" indicates they should be eliminated from Myanmar.",False,False,True,False,True,True,False,False,,eng,A Bengali citizen or inhabitant of Bangladesh,0,0,0,,Bengali,,2013-05-22 22:32:09,,T6auDhq9R
85.0,2013-05-22 22:31:03,Referring to Muslims in Myanmar as an invasive species,False,False,True,False,False,True,False,False,,eng,,65,1,34,,African catfish,,2013-05-22 22:31:03,,6HMveGX48
85.0,2013-05-22 04:39:12,"A person of Latino descent, particularly a Mexican migrant laborer.",False,False,True,False,False,False,False,True,,eng,,1239,4,75,,border hopper,,2013-05-22 04:39:12,wetback,P6gZG7Tcf
77.0,2013-05-21 23:56:47,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",False,False,False,False,False,True,False,False,,eng,A mollusk,0,0,0,,clam,,2013-05-21 23:56:47,clamhead,NegH8tRA7
77.0,2013-05-21 23:56:47,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",False,False,False,False,False,True,False,False,,eng,,0,0,0,,clamhead,,2013-05-21 23:56:47,,wKYjEED2R
56.0,2013-05-21 17:44:39,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",False,False,True,False,False,False,False,False,,eng,,0,0,0,,Bounty bar,,2013-05-21 17:44:39,,uGFBj7UHj
55.0,2013-05-21 14:40:16,A person of German descent.,False,False,False,False,True,False,False,False,,eng,,0,0,0,,boxhead,,2013-05-21 14:40:16,,4UkBP2jYD
78.0,2013-05-20 21:23:54,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,False,False,True,False,True,False,False,False,,eng,,669,4,71,,bohunk,,2013-05-20 21:23:54,,amk8z3BXK
99.0,2013-05-20 16:39:19,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,False,True,False,False,False,False,False,,eng,,0,0,0,,bunga,,2013-05-20 16:39:19,boong,nr4uAE2QZ
82.0,2013-05-19 12:59:40,A disabled person.,False,True,False,False,False,False,False,False,,eng,,5650,44,303,,cripple,,2013-05-19 12:59:40,,e63tCRNyH
75.0,2013-05-19 05:26:32,Person of Middle Eastern descent.,False,False,True,False,False,False,False,True,,eng,,2880,12,130,,camel jockey,,2013-05-19 05:26:32,,WjRbvuV3r
75.0,2013-05-18 14:31:30,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",False,False,True,False,False,False,False,False,,eng,,0,0,0,,dego,,2013-05-18 14:31:30,dago,4cCtTWT8E
78.0,2013-05-18 12:52:36,An person of Asian descent.,False,False,True,False,False,False,False,False,,eng,,0,0,0,,bug eater,,2013-05-18 12:52:36,,NxD7c4fDz
74.0,2013-05-17 23:55:00,"Hispanic word for a person from the Dominican Republic, possibly from the Washington Heights area of New York City.",False,False,True,False,True,False,False,False,,eng,"Spherical structures, particularly used in astronomical observatories",0,0,0,,domes,,2013-05-17 23:55:00,,x276QEUu3
74.0,2013-05-16 22:21:07,A person of East Indian origin.,False,False,True,False,False,False,False,True,,eng,,3045,19,241,,curry muncher,,2013-05-16 22:21:07,,x9dnZhTqw
74.0,2013-05-16 03:20:37,An American. (Cockney rhyming slang: Septic tank - Yank),False,False,False,False,True,False,False,False,,eng,Relating to sewage,0,0,0,,septic,,2013-05-16 03:20:37,seppo,uk6233Z4v
81.0,2013-05-14 20:02:27,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,False,True,False,False,False,False,False,,eng,,749,22,155,,spic,,2013-05-14 20:02:27,,r8HcNVfbx
70.0,2013-05-14 19:46:06,"A black person, particularly a black woman, from the Ubangi people of Africa",False,False,True,False,False,False,False,False,,eng,,4,0,0,,Ubangee,,2013-05-14 19:46:06,Ubangi,C2hTa8h7f
70.0,2013-05-14 19:45:48,"A black person, particularly a black woman, from the Ubangi people of Africa",False,False,True,False,False,False,False,False,,eng,,0,0,0,,Ubangi,,2013-05-14 19:45:48,,x98eutUZ6
79.0,2013-05-14 04:08:51,A person of Samoan descent.,False,False,True,False,True,False,False,False,,eng,[1] A type of fish [2] Single,0,0,0,,sole,,2013-05-14 04:08:51,,NjeXPEqp4
93.0,2013-05-14 00:24:05,"A term used for an African American, or other person of African descent.",False,False,True,False,False,False,False,True,,eng,,1480,3,100,,spear chucker,,2013-05-14 00:24:05,,jY6nXuhkC
77.0,2013-05-13 17:20:08,"[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.",False,False,True,False,False,False,False,False,,eng,Ice crystal,0,0,0,,snowflake,,2013-05-13 17:20:08,,C6zJ9deuf
86.0,2013-05-13 16:10:06,Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.,False,False,False,False,True,True,False,False,,eng,"Facial projection, particularly of a dog",0,0,0,,snout,,2013-05-13 16:10:06,,4fqHMzaMN
92.0,2013-05-13 06:49:29,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",False,False,True,False,False,False,False,False,,eng,Glow,0,0,0,,shine,,2013-05-13 06:49:29,,ZDdXmD8Gn
92.0,2013-05-13 06:49:29,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",False,False,True,False,False,False,False,False,,eng,A black eye,0,0,0,,shiner,,2013-05-13 06:49:29,shine,JPetE3wVv
83.0,2013-05-13 04:30:06,"A person of Asian descent, particularly Vietnamese or Chinese.",False,False,True,False,False,False,False,False,,eng,Inclination,0,0,0,,slope,,2013-05-13 04:30:06,,Gb8fYPryv
93.0,2013-05-12 22:21:09,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",False,False,True,False,False,False,False,False,,eng,Angle or slope,0,0,0,,slant,,2013-05-12 22:21:09,,6cpYWyJwz
45.0,2013-05-12 14:30:12,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",False,False,True,False,True,False,False,False,,eng,[1] Avoid [2] A form of walking [3] A boat,0,0,0,,Skip,,2013-05-12 14:30:12,,Kh3CmA8cX
94.0,2013-05-12 02:10:11,A Caucasian,False,False,True,False,False,False,False,False,,eng,A spirit,0,0,0,,ghost,,2013-05-12 02:10:11,,rHeEAZ3cH
99.0,2013-05-11 21:43:24,"Derogatory term for a person from the Middle East, Arab, South Asian world",False,False,True,False,True,False,False,True,,eng,,5190,18,168,,sand nigger,,2013-05-11 21:43:24,,D29BRfCeD
86.0,2013-05-11 21:29:13,"In Australia, an Aboriginal woman.",False,False,True,False,False,False,False,False,,eng,An alcoholic beverage,0,0,0,,gin,,2013-05-11 21:29:13,,yAk7n8Vf7
71.0,2013-05-11 14:41:20,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",False,False,True,False,True,False,False,False,,eng,,82,1,6,,ginzo,,2013-05-11 14:41:20,guinea,8eKazXj7K
73.0,2013-05-11 10:31:04,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",False,False,True,False,False,False,False,False,,eng,,0,0,0,,gipp,,2013-05-11 10:31:04,gyppo,gdK4ANJCC
93.0,2013-05-10 21:48:51,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",False,False,True,False,False,False,False,True,,eng,,777,4,61,,slant eye,,2013-05-10 21:48:51,slant,3W7xBnyHz
85.0,2013-05-10 17:10:01,A black person.,False,False,True,False,False,False,False,False,,eng,,0,0,0,,stovepipe,,2013-05-10 17:10:01,,hEpw7KCWY
74.0,2013-05-10 11:20:42,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,False,False,True,False,True,False,False,True,,eng,,4851,41,376,,greaseball,,2013-05-10 11:20:42,,eTHuefz6U
82.0,2013-05-10 04:55:08,"A Welsh person. First used ca. 17th century. From the River Taff or the Welsh pronunciation of the name David (in Welsh, Dafydd). Children's rhyme: 'Taffy was a Welshman, Taffy was a thief'. Generally considered offensive when used by an English person.",False,False,True,False,True,False,False,False,,eng,[1] A person's name [2] A type of candy,0,0,0,,Taffy,,2013-05-10 04:55:08,,HQYe6AWkd
78.0,2013-05-10 01:07:12,"A term used ambiguously in southern Oregon directed towards the Klamath people during a dispute over the sucker fish of the Klamath River which was considered sacred by the tribe. Troublemakers displayed bumper-stickers with the message 'Save a Farmer, Fillet a sucker fish.'",False,False,True,False,False,False,False,False,,eng,,0,0,0,,sucker fish,,2013-05-10 01:07:12,,vKFx9AKJ2
83.0,2013-05-09 21:59:49,"A British person, derived from the Black and Tans, the nickname for an auxiliary British Army unit deployed to Ireland in the 1920s and which gained a reputation for brutality.",False,False,False,False,True,False,False,False,,eng,[1] A color [2] A suntan,0,0,0,,tan,,2013-05-09 21:59:49,,dcAChG8fa
99.0,2013-05-09 12:50:05,A black child.,False,False,True,False,False,False,False,False,,eng,,1498,6,79,,tar baby,,2013-05-09 12:50:05,,TdCNNwnc7
74.0,2013-05-09 05:40:06,A black person. [19th century],False,False,True,False,False,False,False,False,,eng,A vessel for steeping tea,0,0,0,,teapot,,2013-05-09 05:40:06,,kNk3N82pn
90.0,2013-05-08 21:19:55,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",False,False,True,False,False,False,False,True,,eng,,5552,31,345,,gypo,,2013-05-08 21:19:55,gyppo,p2Q4DVrg2
70.0,2013-05-08 20:56:46,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",False,False,True,False,False,False,False,True,,eng,,995,8,62,,gyp,,2013-05-08 20:56:46,gyppo,4vMX4H94C
90.0,2013-05-08 18:04:09,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",False,False,True,False,False,False,False,True,,eng,,1,0,1,,gyppie,,2013-05-08 18:04:09,gyppo,XXdW2zZkG
71.0,2013-05-08 18:03:43,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,,tenker,,2013-05-08 18:03:43,tinker,G2we6H8cq
97.0,2013-05-08 02:49:12,Denotes a person that is half African.,False,False,True,False,False,False,False,True,,eng,,180,2,18,,halfrican,,2013-05-08 02:49:12,,EtUbqU7PQ
94.0,2013-05-07 14:29:33,A Tamil.,False,False,True,False,False,False,False,False,,eng,A predatory cat,0,0,0,,tiger,,2013-05-07 14:29:33,,eZPvn8GaM
84.0,2013-05-07 00:47:38,A rural person.,True,False,False,False,False,False,False,False,,eng,,765,0,0,,hick,,2013-05-07 00:47:38,,rhcgFhXq2
79.0,2013-05-07 00:12:31,"A Jewish person, derived from the word 'Hebrew'.",False,False,True,False,False,True,False,False,,eng,,608,10,136,,heeb,,2013-05-07 00:12:31,hebe,wXVQnN6cF
99.0,2013-05-06 21:00:25,A black person.,False,False,True,False,False,False,False,False,,eng,,79,1,15,,thicklips,,2013-05-06 21:00:25,,kqm3TCyV6
81.0,2013-05-06 20:08:25,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,To experiment or attempt to fix,0,0,0,,tinker,,2013-05-06 20:08:25,,EpNURj98c
86.0,2013-05-06 20:08:25,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,False,True,False,False,False,False,False,,eng,,0,0,0,,tynkere,,2013-05-06 20:08:25,tinker,ef9M3d2ek
74.0,2013-05-06 19:10:40,A person of German descent.,False,False,False,False,True,False,False,False,,eng,,0,0,0,,heinie,,2013-05-06 19:10:40,,EF7TgMVHu
